"Chrysocharis orbicularis" "Protapanteles delitutus" "Dacnusa maculipes" "Dacnusa sp." "Dacnusa tarsalis" "Chrysocharis pubicornis" "Colastes braconius" "Seladerma tarsale" "Dacnusa areolaris" "Dacnusa confinis" "Dacnusa macrospila" "Cyrtogaster vulgaris" "Miscogaster maculata" "Diglyphus isaea" "Apanteles circumscriptus" "Apanteles xanthostigma" "Mesochorus sp." "Chrysocharis pallipes" "Phobocampe sp." "Aleiodes similis" "Enytus sp." "Pnigalio pectinicornis" "Sympiesis sericeicornis" "Chrysocharis pentheus" "Pediobius alcaeus" "Hemiptarsenus unguicellus" "Elachertus inunctus" "Achrysocharoides splendens" "Chrysocharis nepherea" "Pnigalio soemius" "Chrysocharis sp." "Chrysocharis gemma" "Neochrysocharis formosa" "Chorebus kama" "Hemiptarsenus ornatus" "Phaedrotoma exigua" "Opius pallipes" "Macrocentrus cingulum" "Diadegma sp. 1" "Ischnus inquisitorius" "Itoplectis alternans" "Diadegma sp. F" "Clinocentrus cunctator" "Apophua evanescens" "Microgaster subcompleta"
"Pleuroptya ruralis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0
"Stigmella aurella" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ukD1" 0 0 1 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ukD39" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ukL200" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ukL205" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"ukL209" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0
"ukL210" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"ukL223" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"ukL235" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
